pok_chapter,pok_section,pok_subsection,pok_detail,pok_subdetail,pok_extra,type,level,name,description,page,sequence
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Twisted half-hitch cast-on,Twisted half-hitch: Method one,,subdetail,5,Twisted half-hitch: Method one,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Twisted half-hitch cast-on, Twisted half-hitch: Method one",47,143
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Twisted half-hitch cast-on,Twisted half-hitch: Method two,,subdetail,5,Twisted half-hitch: Method two,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Twisted half-hitch cast-on, Twisted half-hitch: Method two",47,144
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Twisted half-hitch cast-on,Twisted half-hitch: Method two,Twisted simple half-hitch version,extra,6,Twisted simple half-hitch version,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Twisted half-hitch cast-on, Twisted half-hitch: Method two, Twisted simple half-hitch version",47,145
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Twisted half-hitch cast-on,Twisted half-hitch: Method two,Twisted knit half-hitch version,extra,6,Twisted knit half-hitch version,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Twisted half-hitch cast-on, Twisted half-hitch: Method two, Twisted knit half-hitch version",47,146
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Twisted half-hitch cast-on,Twisted half-hitch: Method two,Twisted purl half-hitch version,extra,6,Twisted purl half-hitch version,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Twisted half-hitch cast-on, Twisted half-hitch: Method two, Twisted purl half-hitch version",47,147
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Twisted half-hitch cast-on,Twisted half-hitch: Method three,,subdetail,5,Twisted half-hitch: Method three,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Twisted half-hitch cast-on, Twisted half-hitch: Method three",48,148
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Twisted half-hitch cast-on,Twisted half-hitch: Method three,Twisted simple half-hitch version,extra,6,Twisted simple half-hitch version,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Twisted half-hitch cast-on, Twisted half-hitch: Method three, Twisted simple half-hitch version",48,149
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Twisted half-hitch cast-on,Twisted half-hitch: Method three,Twisted half-hitch version for two hands,extra,6,Twisted half-hitch version for two hands,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Twisted half-hitch cast-on, Twisted half-hitch: Method three, Twisted half-hitch version for two hands",48,150
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Twisted half-hitch cast-on,Twisted half-hitch: Method four,,subdetail,5,Twisted half-hitch: Method four,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Twisted half-hitch cast-on, Twisted half-hitch: Method four",48,151
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Twisted half-hitch cast-on,Twisted half-hitch: Method four,Twisted simple half-hitch version,extra,6,Twisted simple half-hitch version,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Twisted half-hitch cast-on, Twisted half-hitch: Method four, Twisted simple half-hitch version",48,152
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Twisted half-hitch cast-on,Twisted half-hitch: Method four,Twisted half-hitch version for two hands,extra,6,Twisted half-hitch version for two hands,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Twisted half-hitch cast-on, Twisted half-hitch: Method four, Twisted half-hitch version for two hands",48,153
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Double-needle cast-on,,,detail,4,Double-needle cast-on,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Double-needle cast-on",49,154
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Double-needle cast-on,Knit double-needle cast-on,,subdetail,5,Knit double-needle cast-on,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Double-needle cast-on, Knit double-needle cast-on",49,155
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Double-needle cast-on,Purl double-needle cast-on,,subdetail,5,Purl double-needle cast-on,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Double-needle cast-on, Purl double-needle cast-on",50,156
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Double-needle cast-on,Purl double-needle cast-on,Method one,extra,6,Method one,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Double-needle cast-on, Purl double-needle cast-on, Method one",50,157
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Double-needle cast-on,Purl double-needle cast-on,Method two,extra,6,Method two,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Double-needle cast-on, Purl double-needle cast-on, Method two",51,158
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Double-needle cast-on,Rotated half-hitch cast-on,,subdetail,5,Rotated half-hitch cast-on,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Double-needle cast-on, Rotated half-hitch cast-on",51,159
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Contrast color edges,,,detail,4,Contrast color edges,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Contrast color edges",51,160
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Contrast color edges,Contrast-color half-hitch edges,,subdetail,5,Contrast-color half-hitch edges,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Contrast color edges, Contrast-color half-hitch edges",51,161
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Contrast color edges,Contrast-color edges for ribbing,,subdetail,5,Contrast-color edges for ribbing,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Contrast color edges, Contrast-color edges for ribbing",52,162
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Braided cast-ons,,,detail,4,Braided cast-ons,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Braided cast-ons",52,163
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Braided cast-ons,Two-yarn braided cast-on,,subdetail,5,Two-yarn braided cast-on,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Braided cast-ons, Two-yarn braided cast-on",52,164
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Braided cast-ons,Tricolor braid cast-on,,subdetail,5,Tricolor braid cast-on,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Braided cast-ons, Tricolor braid cast-on",53,165
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Braided cast-ons,Tricolor braid cast-on,Method one,extra,6,Method one,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Braided cast-ons, Tricolor braid cast-on, Method one",53,166
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Braided cast-ons,Tricolor braid cast-on,Method two,extra,6,Method two,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Braided cast-ons, Tricolor braid cast-on, Method two",54,167
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Braided cast-ons,Tricolor braid cast-on,By the way…,extra,6,By the way…,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Braided cast-ons, Tricolor braid cast-on, By the way…",54,168
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Knotted cast-on,,,detail,4,Knotted cast-on,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Knotted cast-on",54,169
03 Casting on,Finger cast-on techniques,Compound half-hitch cast-ons,Channel island cast-on,,,detail,4,Channel island cast-on,"03 Casting on, Finger cast-on techniques, Compound half-hitch cast-ons, Channel island cast-on",54,170
03 Casting on,Finger cast-on techniques,The wrapped cast-ons,,,,subsection,3,The wrapped cast-ons,"03 Casting on, Finger cast-on techniques, The wrapped cast-ons",55,171
03 Casting on,Finger cast-on techniques,The wrapped cast-ons,Stranded cast-on,,,detail,4,Stranded cast-on,"03 Casting on, Finger cast-on techniques, The wrapped cast-ons, Stranded cast-on",55,172
03 Casting on,Finger cast-on techniques,The wrapped cast-ons,Stranded cast-on,Basic stranded cast-on,,subdetail,5,Basic stranded cast-on,"03 Casting on, Finger cast-on techniques, The wrapped cast-ons, Stranded cast-on, Basic stranded cast-on",55,173
03 Casting on,Finger cast-on techniques,The wrapped cast-ons,Stranded cast-on,Basic stranded cast-on,To cast on,extra,6,To cast on,"03 Casting on, Finger cast-on techniques, The wrapped cast-ons, Stranded cast-on, Basic stranded cast-on, To cast on",55,174
03 Casting on,Finger cast-on techniques,The wrapped cast-ons,Stranded cast-on,Basic stranded cast-on,To work first row,extra,6,To work first row,"03 Casting on, Finger cast-on techniques, The wrapped cast-ons, Stranded cast-on, Basic stranded cast-on, To work first row",56,175
03 Casting on,Finger cast-on techniques,The wrapped cast-ons,Alternating cast-on,,,detail,4,Alternating cast-on,"03 Casting on, Finger cast-on techniques, The wrapped cast-ons, Alternating cast-on",56,176
03 Casting on,Finger cast-on techniques,The wrapped cast-ons,Alternating cast-on,Alternating cast-on for single rib,,subdetail,5,Alternating cast-on for single rib,"03 Casting on, Finger cast-on techniques, The wrapped cast-ons, Alternating cast-on, Alternating cast-on for single rib",57,177
03 Casting on,Finger cast-on techniques,The wrapped cast-ons,Alternating cast-on,Alternating cast-on for double rib,,subdetail,5,Alternating cast-on for double rib,"03 Casting on, Finger cast-on techniques, The wrapped cast-ons, Alternating cast-on, Alternating cast-on for double rib",57,178
03 Casting on,Finger cast-on techniques,The wrapped cast-ons,Alternating cast-on,Alternating cast-on for double rib,To cast on,extra,6,To cast on,"03 Casting on, Finger cast-on techniques, The wrapped cast-ons, Alternating cast-on, Alternating cast-on for double rib, To cast on",58,179
03 Casting on,Finger cast-on techniques,The wrapped cast-ons,Alternating cast-on,Alternating cast-on for double rib,To work first row,extra,6,To work first row,"03 Casting on, Finger cast-on techniques, The wrapped cast-ons, Alternating cast-on, Alternating cast-on for double rib, To work first row",58,180
03 Casting on,Finger cast-on techniques,The wrapped cast-ons,Alternating cast-on,Alternating cast-on for multicolour ribbings,,subdetail,5,Alternating cast-on for multicolour ribbings,"03 Casting on, Finger cast-on techniques, The wrapped cast-ons, Alternating cast-on, Alternating cast-on for multicolour ribbings",58,181
03 Casting on,Finger cast-on techniques,The wrapped cast-ons,Picot cast-on,,,detail,4,Picot cast-on,"03 Casting on, Finger cast-on techniques, The wrapped cast-ons, Picot cast-on",58,182
